-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,-273.15,
-273.15,-271.102,-269.078,-267.101,-265.192,-263.371,-261.654,-260.055,-258.581,-257.24,-256.034,-254.963,-254.021,-253.205,-252.505,-251.912,-251.417,-251.009,-250.678,-250.414,-250.208,-250.053,-249.943,-249.872,-249.837,-249.837,-249.872,-249.943,-250.053,-250.208,-250.414,-250.678,-251.009,-251.417,-251.912,-252.505,-253.205,-254.021,-254.963,-256.034,-257.24,-258.581,-260.055,-261.654,-263.371,-265.192,-267.101,-269.078,-271.102,-273.15,
-273.15,-269.078,-265.053,-261.122,-257.328,-253.707,-250.293,-247.112,-244.183,-241.517,-239.119,-236.988,-235.117,-233.493,-232.101,-230.923,-229.938,-229.127,-228.469,-227.944,-227.535,-227.227,-227.008,-226.867,-226.798,-226.798,-226.867,-227.008,-227.227,-227.535,-227.944,-228.469,-229.127,-229.938,-230.923,-232.101,-233.493,-235.117,-236.988,-239.119,-241.517,-244.183,-247.112,-250.293,-253.707,-257.328,-261.122,-265.053,-269.078,-273.15,
-273.15,-267.101,-261.122,-255.283,-249.646,-244.267,-239.196,-234.471,-230.119,-226.159,-222.597,-219.432,-216.652,-214.24,-212.173,-210.423,-208.96,-207.755,-206.777,-205.998,-205.391,-204.933,-204.608,-204.398,-204.296,-204.296,-204.398,-204.608,-204.933,-205.391,-205.998,-206.777,-207.755,-208.96,-210.423,-212.173,-214.24,-216.652,-219.432,-222.597,-226.159,-230.119,-234.471,-239.196,-244.267,-249.646,-255.283,-261.122,-267.101,-273.15,
-273.15,-265.192,-257.328,-249.646,-242.23,-235.155,-228.484,-222.268,-216.543,-211.334,-206.648,-202.485,-198.828,-195.655,-192.936,-190.634,-188.711,-187.126,-185.839,-184.814,-184.016,-183.415,-182.986,-182.711,-182.577,-182.577,-182.711,-182.986,-183.415,-184.016,-184.814,-185.839,-187.126,-188.711,-190.634,-192.936,-195.655,-198.828,-202.485,-206.648,-211.334,-216.543,-222.268,-228.484,-235.155,-242.23,-249.646,-257.328,-265.192,-273.15,
-273.15,-263.371,-253.707,-244.267,-235.155,-226.461,-218.264,-210.626,-203.592,-197.19,-191.433,-186.317,-181.824,-177.926,-174.585,-171.757,-169.394,-167.447,-165.866,-164.607,-163.626,-162.888,-162.361,-162.023,-161.858,-161.858,-162.023,-162.361,-162.888,-163.626,-164.607,-165.866,-167.447,-169.394,-171.757,-174.585,-177.926,-181.824,-186.317,-191.433,-197.19,-203.592,-210.626,-218.264,-226.461,-235.155,-244.267,-253.707,-263.371,-273.15,
-273.15,-261.654,-250.293,-239.196,-228.484,-218.264,-208.628,-199.649,-191.38,-183.855,-177.088,-171.074,-165.793,-161.212,-157.285,-153.961,-151.183,-148.895,-147.037,-145.557,-144.405,-143.537,-142.918,-142.521,-142.327,-142.327,-142.521,-142.918,-143.537,-144.405,-145.557,-147.037,-148.895,-151.183,-153.961,-157.285,-161.212,-165.793,-171.074,-177.088,-183.855,-191.38,-199.649,-208.628,-218.264,-228.484,-239.196,-250.293,-261.654,-273.15,
-273.15,-260.055,-247.112,-234.471,-222.267,-210.625,-199.648,-189.42,-180.002,-171.43,-163.722,-156.872,-150.857,-145.638,-141.165,-137.38,-134.217,-131.61,-129.495,-127.809,-126.497,-125.509,-124.804,-124.352,-124.131,-124.131,-124.352,-124.804,-125.509,-126.497,-127.809,-129.495,-131.61,-134.217,-137.38,-141.165,-145.638,-150.857,-156.872,-163.722,-171.43,-180.002,-189.42,-199.648,-210.625,-222.267,-234.471,-247.112,-260.055,-273.15,
-273.15,-258.581,-244.182,-230.119,-216.543,-203.591,-191.38,-180.001,-169.523,-159.988,-151.414,-143.794,-137.103,-131.298,-126.324,-122.113,-118.595,-115.696,-113.344,-111.469,-110.01,-108.911,-108.127,-107.624,-107.379,-107.379,-107.624,-108.127,-108.911,-110.01,-111.469,-113.344,-115.696,-118.595,-122.113,-126.324,-131.298,-137.103,-143.794,-151.414,-159.988,-169.523,-180.001,-191.38,-203.591,-216.543,-230.119,-244.182,-258.581,-273.15,
-273.15,-257.24,-241.516,-226.158,-211.333,-197.189,-183.854,-171.429,-159.988,-149.576,-140.213,-131.893,-124.588,-118.25,-112.818,-108.221,-104.381,-101.216,-98.6482,-96.6019,-95.0087,-93.8092,-92.954,-92.4053,-92.1374,-92.1374,-92.4053,-92.954,-93.8092,-95.0087,-96.6019,-98.6482,-101.216,-104.381,-108.221,-112.818,-118.25,-124.588,-131.893,-140.213,-149.576,-159.988,-171.429,-183.854,-197.189,-211.333,-226.158,-241.516,-257.24,-273.15,
-273.15,-256.034,-239.118,-222.596,-206.646,-191.431,-177.086,-163.719,-151.412,-140.212,-130.14,-121.191,-113.333,-106.516,-100.674,-95.73,-91.5995,-88.1962,-85.4347,-83.2341,-81.521,-80.2312,-79.3116,-78.7216,-78.4336,-78.4336,-78.7216,-79.3116,-80.2312,-81.521,-83.2341,-85.4347,-88.1962,-91.5995,-95.73,-100.674,-106.516,-113.333,-121.191,-130.14,-140.212,-151.412,-163.719,-177.086,-191.431,-206.646,-222.596,-239.118,-256.034,-273.15,
-273.15,-254.962,-236.986,-219.429,-202.481,-186.313,-171.07,-156.867,-143.789,-131.889,-121.188,-111.68,-103.331,-96.0886,-89.8824,-84.63,-80.2422,-76.627,-73.6937,-71.3563,-69.5368,-68.1669,-67.1903,-66.5637,-66.2578,-66.2578,-66.5637,-67.1903,-68.1669,-69.5368,-71.3563,-73.6937,-76.627,-80.2422,-84.63,-89.8824,-96.0886,-103.331,-111.68,-121.188,-131.889,-143.789,-156.867,-171.07,-186.313,-202.481,-219.429,-236.986,-254.962,-273.15,
-273.15,-254.02,-235.114,-216.648,-198.822,-181.818,-165.786,-150.848,-137.095,-124.579,-113.326,-103.326,-94.5471,-86.9314,-80.4055,-74.8828,-70.2693,-66.4683,-63.3843,-60.927,-59.0142,-57.5741,-56.5475,-55.8888,-55.5673,-55.5673,-55.8888,-56.5475,-57.5741,-59.0142,-60.927,-63.3843,-66.4683,-70.2693,-74.8828,-80.4055,-86.9314,-94.5471,-103.326,-113.326,-124.579,-137.095,-150.848,-165.786,-181.818,-198.822,-216.648,-235.114,-254.02,-273.15,
-273.15,-253.202,-233.488,-214.233,-195.646,-177.915,-161.199,-145.624,-131.284,-118.235,-106.502,-96.0768,-86.924,-78.9846,-72.1815,-66.4244,-61.6153,-57.6533,-54.4389,-51.8777,-49.8841,-48.3832,-47.3133,-46.6269,-46.2918,-46.2918,-46.6269,-47.3133,-48.3832,-49.8841,-51.8777,-54.4389,-57.6533,-61.6153,-66.4244,-72.1815,-78.9846,-86.924,-96.0768,-106.502,-118.235,-131.284,-145.624,-161.199,-177.915,-195.646,-214.233,-233.488,-253.202,-273.15,
-273.15,-252.501,-232.094,-212.162,-192.922,-174.568,-157.265,-141.143,-126.299,-112.793,-100.649,-89.8591,-80.3862,-72.1694,-65.1288,-59.171,-54.1945,-50.0947,-46.7685,-44.1184,-42.0557,-40.5029,-39.3959,-38.6858,-38.3391,-38.3391,-38.6858,-39.3959,-40.5029,-42.0557,-44.1184,-46.7685,-50.0947,-54.1945,-59.171,-65.1288,-72.1694,-80.3862,-89.8591,-100.649,-112.793,-126.299,-141.143,-157.265,-174.568,-192.922,-212.162,-232.094,-252.501,-273.15,
-273.15,-251.906,-230.911,-210.405,-190.612,-171.73,-153.929,-137.344,-122.074,-108.181,-95.6883,-84.5891,-74.8451,-66.3934,-59.1519,-53.0242,-47.906,-43.6896,-40.269,-37.5438,-35.4226,-33.8259,-32.6876,-31.9574,-31.6009,-31.6009,-31.9574,-32.6876,-33.8259,-35.4226,-37.5438,-40.269,-43.6896,-47.906,-53.0242,-59.1519,-66.3934,-74.8451,-84.5891,-95.6883,-108.181,-122.074,-137.344,-153.929,-171.73,-190.612,-210.405,-230.911,-251.906,-273.15,
-273.15,-251.408,-229.921,-208.934,-188.676,-169.352,-151.134,-134.161,-118.534,-104.316,-91.5323,-80.1744,-70.2036,-61.5555,-54.1458,-47.8761,-42.6395,-38.3256,-34.8261,-32.0382,-29.8683,-28.2349,-27.0706,-26.3236,-25.959,-25.959,-26.3236,-27.0706,-28.2349,-29.8683,-32.0382,-34.8261,-38.3256,-42.6395,-47.8761,-54.1458,-61.5555,-70.2036,-80.1744,-91.5323,-104.316,-118.534,-134.161,-151.134,-169.352,-188.676,-208.934,-229.921,-251.408,-273.15,
-273.15,-250.995,-229.1,-207.715,-187.073,-167.382,-148.819,-131.525,-115.603,-101.116,-88.0908,-76.519,-66.3607,-57.5501,-50.0016,-43.6146,-38.2801,-33.8858,-30.3212,-27.4815,-25.2714,-23.6077,-22.4219,-21.6612,-21.2898,-21.2898,-21.6612,-22.4219,-23.6077,-25.2714,-27.4815,-30.3212,-33.8858,-38.2801,-43.6146,-50.0016,-57.5501,-66.3607,-76.519,-88.0908,-101.116,-115.603,-131.525,-148.819,-167.382,-187.073,-207.715,-229.1,-250.995,-273.15,
-273.15,-250.657,-228.427,-206.716,-185.759,-165.769,-146.923,-129.366,-113.202,-98.4952,-85.2731,-73.5264,-63.2148,-54.2716,-46.6096,-40.1269,-34.7126,-30.2528,-26.6352,-23.7533,-21.5104,-19.8222,-18.6188,-17.8469,-17.4701,-17.4701,-17.8469,-18.6188,-19.8222,-21.5104,-23.7533,-26.6352,-30.2528,-34.7126,-40.1269,-46.6096,-54.2716,-63.2148,-73.5264,-85.2731,-98.4952,-113.202,-129.366,-146.923,-165.769,-185.759,-206.716,-228.427,-250.657,-273.15,
-273.15,-250.383,-227.882,-205.906,-184.695,-164.461,-145.386,-127.616,-111.256,-96.3723,-82.9907,-71.1026,-60.6673,-51.6171,-43.8636,-37.3037,-31.8252,-27.3126,-23.6523,-20.7365,-18.4673,-16.7593,-15.542,-14.761,-14.3798,-14.3798,-14.761,-15.542,-16.7593,-18.4673,-20.7365,-23.6523,-27.3126,-31.8252,-37.3037,-43.8636,-51.6171,-60.6673,-71.1026,-82.9907,-96.3723,-111.256,-127.616,-145.386,-164.461,-184.695,-205.906,-227.882,-250.383,-273.15,
-273.15,-250.162,-227.444,-205.256,-183.84,-163.411,-144.153,-126.212,-109.695,-94.6689,-81.1598,-69.1589,-58.6248,-49.4892,-41.6629,-35.0415,-29.512,-24.9575,-21.2633,-18.3206,-16.0306,-14.307,-13.0785,-12.2904,-11.9057,-11.9057,-12.2904,-13.0785,-14.307,-16.0306,-18.3206,-21.2633,-24.9575,-29.512,-35.0415,-41.6629,-49.4892,-58.6248,-69.1589,-81.1598,-94.6689,-109.695,-126.212,-144.153,-163.411,-183.84,-205.256,-227.444,-250.162,-273.15,
-273.15,-249.987,-227.095,-204.737,-183.158,-162.573,-143.169,-125.093,-108.452,-93.3128,-79.7028,-67.6126,-57.0005,-47.7977,-39.9141,-33.2445,-27.6749,-23.0876,-19.3669,-16.4033,-14.0971,-12.3613,-11.1242,-10.3306,-9.9432,-9.9432,-10.3306,-11.1242,-12.3613,-14.0971,-16.4033,-19.3669,-23.0876,-27.6749,-33.2445,-39.9141,-47.7977,-57.0005,-67.6126,-79.7028,-93.3128,-108.452,-125.093,-143.169,-162.573,-183.158,-204.737,-227.095,-249.987,-273.15,
-273.15,-249.847,-226.817,-204.325,-182.615,-161.908,-142.388,-124.205,-107.466,-92.2377,-78.5485,-66.3885,-55.7156,-46.4604,-38.5323,-31.8255,-26.225,-21.6125,-17.8715,-14.8919,-12.5732,-10.8282,-9.58453,-8.78675,-8.39733,-8.39733,-8.78675,-9.58453,-10.8282,-12.5732,-14.8919,-17.8715,-21.6125,-26.225,-31.8255,-38.5323,-46.4604,-55.7156,-66.3885,-78.5485,-92.2377,-107.466,-124.205,-142.388,-161.908,-182.615,-204.325,-226.817,-249.847,-273.15,
-273.15,-249.735,-226.595,-203.995,-182.182,-161.377,-141.766,-123.498,-106.681,-91.3838,-77.6329,-65.4187,-54.6989,-45.4036,-37.4416,-30.7064,-25.0826,-20.4512,-16.695,-13.7035,-11.3757,-9.62382,-8.37532,-7.57448,-7.18356,-7.18356,-7.57448,-8.37532,-9.62382,-11.3757,-13.7035,-16.695,-20.4512,-25.0826,-30.7064,-37.4416,-45.4036,-54.6989,-65.4187,-77.6329,-91.3838,-106.681,-123.498,-141.766,-161.377,-182.182,-203.995,-226.595,-249.735,-273.15,
-273.15,-249.644,-226.414,-203.727,-181.831,-160.947,-141.262,-122.927,-106.049,-90.6974,-76.8986,-64.6427,-53.8871,-44.5615,-36.5741,-29.8181,-24.1772,-19.532,-15.7651,-12.7651,-10.4308,-8.67419,-7.42235,-6.61939,-6.22745,-6.22745,-6.61939,-7.42235,-8.67419,-10.4308,-12.7651,-15.7651,-19.532,-24.1772,-29.8181,-36.5741,-44.5615,-53.8871,-64.6427,-76.8986,-90.6974,-106.049,-122.927,-141.262,-160.947,-181.831,-203.727,-226.414,-249.644,-273.15,
-273.15,-249.567,-226.261,-203.501,-181.536,-160.586,-140.841,-122.451,-105.525,-90.1303,-76.2942,-64.0064,-53.2239,-43.8759,-35.8703,-29.0994,-23.4467,-18.7923,-15.0181,-12.0126,-9.6743,-7.91473,-6.66085,-5.85661,-5.46406,-5.46406,-5.85661,-6.66085,-7.91473,-9.6743,-12.0126,-15.0181,-18.7923,-23.4467,-29.0994,-35.8703,-43.8759,-53.2239,-64.0064,-76.2942,-90.1303,-105.525,-122.451,-140.841,-160.586,-181.536,-203.501,-226.261,-249.567,-273.15,
-273.15,-249.498,-226.125,-203.3,-181.273,-160.267,-140.471,-122.034,-105.068,-89.6386,-75.7732,-63.4611,-52.6588,-43.2951,-35.277,-28.4965,-22.8366,-18.1767,-14.3987,-11.3904,-9.05011,-7.28922,-6.03449,-5.22975,-4.83697,-4.83697,-5.22975,-6.03449,-7.28922,-9.05011,-11.3904,-14.3987,-18.1767,-22.8366,-28.4965,-35.277,-43.2951,-52.6588,-63.4611,-75.7732,-89.6386,-105.068,-122.034,-140.471,-160.267,-181.273,-203.3,-226.125,-249.498,-273.15,
-273.15,-249.431,-225.993,-203.106,-181.021,-159.962,-140.118,-121.641,-104.64,-89.1814,-75.2926,-62.9623,-52.1461,-42.772,-34.7467,-27.9613,-22.2983,-17.6368,-13.8579,-10.8494,-8.50921,-6.74861,-5.49421,-4.68973,-4.29709,-4.29709,-4.68973,-5.49421,-6.74861,-8.50921,-10.8494,-13.8579,-17.6368,-22.2983,-27.9613,-34.7467,-42.772,-52.1461,-62.9623,-75.2926,-89.1814,-104.64,-121.641,-140.118,-159.962,-181.021,-203.106,-225.993,-249.431,-273.15,
-273.15,-249.361,-225.854,-202.901,-180.756,-159.643,-139.753,-121.237,-104.203,-88.7197,-74.812,-62.4682,-51.6431,-42.2638,-34.2361,-27.4504,-21.7885,-17.1288,-13.3523,-10.3462,-8.00838,-6.24977,-4.99693,-4.19351,-3.80142,-3.80142,-4.19351,-4.99693,-6.24977,-8.00838,-10.3462,-13.3523,-17.1288,-21.7885,-27.4504,-34.2361,-42.2638,-51.6431,-62.4682,-74.812,-88.7197,-104.203,-121.237,-139.753,-159.643,-180.756,-202.901,-225.854,-249.361,-273.15,
-273.15,-249.28,-225.694,-202.668,-180.455,-159.283,-139.343,-120.786,-103.721,-88.2145,-74.2913,-61.9382,-51.109,-41.7296,-33.7045,-26.9234,-21.267,-16.6134,-12.8427,-9.84206,-7.50893,-5.7542,-4.50431,-3.70289,-3.31179,-3.31179,-3.70289,-4.50431,-5.7542,-7.50893,-9.84206,-12.8427,-16.6134,-21.267,-26.9234,-33.7045,-41.7296,-51.109,-61.9382,-74.2913,-88.2145,-103.721,-120.786,-139.343,-159.283,-180.455,-202.668,-225.694,-249.28,-273.15,
-273.15,-249.181,-225.499,-202.384,-180.092,-158.851,-138.854,-120.252,-103.154,-87.6256,-73.6896,-61.3315,-50.5034,-41.1295,-33.1129,-26.3419,-20.6964,-16.0534,-12.2928,-9.30104,-6.97552,-5.22693,-3.98166,-3.18331,-2.79374,-2.79374,-3.18331,-3.98166,-5.22693,-6.97552,-9.30104,-12.2928,-16.0534,-20.6964,-26.3419,-33.1129,-41.1295,-50.5034,-61.3315,-73.6896,-87.6256,-103.154,-120.252,-138.854,-158.851,-180.092,-202.384,-225.499,-249.181,-273.15,
-273.15,-249.055,-225.254,-202.027,-179.636,-158.311,-138.246,-119.593,-102.46,-86.9093,-72.9636,-60.6055,-49.7847,-40.4232,-32.4221,-25.6682,-20.04,-15.4136,-11.6681,-8.6896,-6.37522,-4.63553,-3.39691,-2.60296,-2.21559,-2.21559,-2.60296,-3.39691,-4.63553,-6.37522,-8.6896,-11.6681,-15.4136,-20.04,-25.6682,-32.4221,-40.4231,-49.7847,-60.6055,-72.9636,-86.9093,-102.46,-119.593,-138.246,-158.311,-179.636,-202.027,-225.254,-249.055,-273.15,
-273.15,-248.894,-224.937,-201.568,-179.052,-157.622,-137.475,-118.762,-101.589,-86.0174,-72.0661,-59.7145,-48.909,-39.5688,-31.5925,-24.8645,-19.2618,-14.6594,-10.9354,-7.97559,-5.67674,-3.9494,-2.71993,-1.93203,-1.54766,-1.54766,-1.93203,-2.71993,-3.9494,-5.67674,-7.97559,-10.9354,-14.6594,-19.2618,-24.8645,-31.5925,-39.5688,-48.909,-59.7145,-72.0661,-86.0174,-101.589,-118.762,-137.475,-157.622,-179.052,-201.568,-224.937,-248.894,-273.15,
-273.15,-248.683,-224.524,-200.971,-178.295,-156.734,-136.486,-117.702,-100.486,-84.8949,-70.944,-58.6081,-47.8291,-38.5222,-30.5826,-23.8921,-18.3255,-13.7564,-10.0621,-7.12778,-4.84998,-3.13925,-1.92207,-1.14225,-0.761886,-0.761886,-1.14225,-1.92207,-3.13925,-4.84998,-7.12778,-10.0621,-13.7564,-18.3255,-23.8921,-30.5826,-38.5222,-47.8291,-58.6081,-70.944,-84.8949,-100.486,-117.702,-136.486,-156.734,-178.295,-200.971,-224.524,-248.683,-273.15,
-273.15,-248.406,-223.984,-200.192,-177.312,-155.586,-135.215,-116.347,-99.0843,-83.4786,-69.5378,-57.2308,-46.4936,-37.2362,-29.3492,-22.7111,-17.1943,-12.6705,-9.0161,-6.11573,-3.86582,-2.17699,-0.975927,-0.206689,0.168441,0.168441,-0.206689,-0.975926,-2.17699,-3.86582,-6.11573,-9.01609,-12.6705,-17.1943,-22.7111,-29.3492,-37.2362,-46.4936,-57.2308,-69.5378,-83.4786,-99.0843,-116.347,-135.215,-155.586,-177.312,-200.192,-223.984,-248.406,-273.15,
-273.15,-248.042,-223.276,-199.175,-176.033,-154.101,-133.58,-114.617,-97.3074,-81.6951,-67.7795,-55.5207,-44.8465,-35.6601,-27.8467,-21.2804,-15.8307,-11.3674,-7.76567,-4.90981,-2.69622,-1.03575,0.144509,0.900133,1.26854,1.26854,0.900134,0.144509,-1.03575,-2.69622,-4.90981,-7.76567,-11.3674,-15.8307,-21.2804,-27.8467,-35.6601,-44.8465,-55.5207,-67.7795,-81.6951,-97.3074,-114.617,-133.58,-154.101,-176.033,-199.175,-223.276,-248.042,-273.15,
-273.15,-247.565,-222.347,-197.847,-174.372,-152.184,-131.484,-112.415,-95.063,-79.4598,-65.5925,-53.409,-42.8269,-33.7404,-26.0278,-19.5582,-14.1974,-9.81338,-6.28015,-3.48168,-1.31461,0.309684,1.46353,2.20191,2.56181,2.56181,2.20191,1.46353,0.309684,-1.31461,-3.48168,-6.28015,-9.81338,-14.1974,-19.5582,-26.0278,-33.7404,-42.8269,-53.409,-65.5925,-79.4598,-95.063,-112.415,-131.484,-152.184,-174.372,-197.847,-222.347,-247.565,-273.15,
-273.15,-246.935,-221.128,-196.111,-172.216,-149.713,-128.805,-109.625,-92.2429,-76.675,-62.8901,-50.8205,-40.3697,-31.421,-23.8441,-17.5024,-12.2579,-7.97618,-4.53054,-1.80495,0.303416,1.8823,3.00311,3.71999,4.0693,4.0693,3.71999,3.00311,1.8823,0.303417,-1.80495,-4.53054,-7.97618,-12.2579,-17.5024,-23.8441,-31.421,-40.3697,-50.8205,-62.8901,-76.675,-92.2429,-109.625,-128.805,-149.713,-172.216,-196.111,-221.128,-246.935,-273.15,
-273.15,-246.104,-219.524,-193.841,-169.417,-146.536,-125.392,-106.104,-88.72,-73.229,-59.5766,-47.6738,-37.4065,-28.6444,-21.2475,-15.0725,-9.97741,-5.82584,-2.49058,0.143895,2.1793,3.70203,4.78213,5.47258,5.80891,5.80891,5.47258,4.78213,3.70203,2.1793,0.143895,-2.49058,-5.82584,-9.9774,-15.0725,-21.2475,-28.6444,-37.4065,-47.6738,-59.5766,-73.229,-88.72,-106.104,-125.392,-146.536,-169.417,-193.841,-219.524,-246.104,-273.15,
-273.15,-245,-217.405,-190.865,-165.784,-142.454,-121.058,-101.685,-84.3463,-68.9965,-55.5478,-43.8833,-33.8676,-25.3542,-18.1921,-12.2309,-7.32491,-3.33627,-0.137948,2.38431,4.33041,5.78475,6.81547,7.47395,7.79459,7.79459,7.47395,6.81547,5.78475,4.33041,2.38431,-0.137948,-3.33627,-7.32491,-12.2309,-18.1921,-25.3542,-33.8676,-43.8833,-55.5478,-68.9965,-84.3463,-101.685,-121.058,-142.454,-165.784,-190.865,-217.405,-245,-273.15,
-273.15,-243.521,-214.585,-186.945,-161.056,-137.214,-115.57,-96.1642,-78.9529,-63.8397,-50.6932,-39.3621,-29.6849,-21.4973,-14.6364,-8.94519,-4.27473,-0.486836,2.54425,4.93049,6.76899,8.14133,9.11305,9.73344,10.0354,10.0354,9.73344,9.11305,8.14133,6.76899,4.93049,2.54425,-0.486836,-4.27473,-8.94519,-14.6364,-21.4973,-29.6849,-39.3621,-50.6932,-63.8397,-78.9529,-96.1642,-115.57,-137.214,-161.056,-186.945,-214.585,-243.521,-273.15,
-273.15,-241.515,-210.796,-181.749,-154.888,-130.491,-108.645,-89.3063,-72.3512,-57.612,-44.9014,-34.0264,-24.7965,-17.028,-10.547,-5.19073,-0.808799,2.7358,5.566,7.79002,9.50096,10.7765,11.6789,12.2546,12.5347,12.5347,12.2546,11.6789,10.7765,9.50096,7.79002,5.566,2.73581,-0.808798,-5.19073,-10.547,-17.028,-24.7965,-34.0264,-44.9014,-57.612,-72.3512,-89.3063,-108.645,-130.491,-154.888,-181.749,-210.796,-241.515,-273.15,
-273.15,-238.745,-205.633,-174.796,-146.804,-121.864,-99.9362,-80.8419,-64.3387,-50.1657,-38.0671,-27.8027,-19.1518,-11.9125,-5.90174,-0.953669,3.08106,6.33593,8.92891,10.9627,12.5249,13.6882,14.5103,15.0345,15.2895,15.2895,15.0345,14.5103,13.6882,12.5249,10.9627,8.92891,6.33593,3.08106,-0.953669,-5.90174,-11.9125,-19.1518,-27.8027,-38.0671,-50.1657,-64.3387,-80.8419,-99.9362,-121.864,-146.804,-174.796,-205.633,-238.745,-273.15,
-273.15,-234.818,-198.457,-165.383,-136.158,-110.802,-89.0387,-70.4775,-54.7117,-41.3642,-30.1018,-20.6362,-12.7188,-6.13404,-0.693916,3.7662,7.39093,10.307,12.6249,14.4396,15.8314,16.8665,17.5974,18.0631,18.2895,18.2895,18.0631,17.5974,16.8665,15.8314,14.4396,12.6249,10.307,7.39093,3.7662,-0.693916,-6.13404,-12.7188,-20.6362,-30.1018,-41.3642,-54.7117,-70.4775,-89.0387,-110.802,-136.158,-165.383,-198.457,-234.818,-273.15,
-273.15,-229.037,-188.223,-152.455,-122.07,-96.6493,-75.5,-57.9186,-43.2885,-31.1019,-20.9496,-12.5023,-5.49239,0.301222,5.06375,8.95265,12.1029,14.6305,16.6353,18.202,19.402,20.2935,20.9224,21.3229,21.5175,21.5175,21.3229,20.9224,20.2935,19.402,18.202,16.6353,14.6305,12.1029,8.95265,5.06375,0.301222,-5.49239,-12.5023,-20.9496,-31.1019,-43.2885,-57.9186,-75.5,-96.6493,-122.07,-152.455,-188.223,-229.037,-273.15,
-273.15,-220.054,-173.14,-134.424,-103.379,-78.6487,-58.8668,-42.9153,-29.9461,-19.3314,-10.6059,-3.41926,2.49805,7.35896,11.3358,14.5709,17.1835,19.2748,20.9302,22.2219,23.2099,23.9431,24.4601,24.7891,24.9489,24.9489,24.7891,24.4601,23.9431,23.2099,22.2219,20.9302,19.2748,17.1835,14.5709,11.3358,7.35896,2.49805,-3.41926,-10.6059,-19.3314,-29.9461,-42.9153,-58.8668,-78.6487,-103.379,-134.424,-173.14,-220.054,-273.15,
-273.15,-204.971,-150.015,-108.95,-78.664,-56.0426,-38.7858,-25.3393,-14.6727,-6.09638,0.862801,6.53996,11.181,14.9727,18.0617,20.5664,22.5839,24.1954,25.4689,26.4613,27.2196,27.7818,28.178,28.43,28.5524,28.5524,28.43,28.178,27.7818,27.2196,26.4613,25.4689,24.1954,22.5839,20.5664,18.0617,14.9727,11.181,6.53996,0.862801,-6.09638,-14.6727,-25.3393,-38.7858,-56.0426,-78.664,-108.95,-150.015,-204.971,-273.15,
-273.15,-176.725,-113.12,-72.8684,-46.5048,-28.3311,-15.184,-5.29295,2.37112,8.43526,13.3011,17.2389,20.4391,23.0423,25.1561,26.8655,28.2397,29.3357,30.2006,30.874,31.388,31.769,32.0372,32.2078,32.2907,32.2907,32.2078,32.0372,31.769,31.388,30.874,30.2006,29.3357,28.2397,26.8655,25.1561,23.0423,20.4391,17.2389,13.3011,8.43526,2.37112,-5.29295,-15.184,-28.3311,-46.5048,-72.8684,-113.12,-176.725,-273.15,
-273.15,-115.701,-52.949,-23.0157,-6.30331,4.23317,11.4798,16.7729,20.8005,23.9504,26.4583,28.4769,30.1111,31.4366,32.5106,33.3778,34.074,34.6287,35.0661,35.4064,35.6661,35.8584,35.9938,36.0799,36.1217,36.1217,36.0799,35.9938,35.8584,35.6661,35.4064,35.0661,34.6287,34.074,33.3778,32.5106,31.4366,30.1111,28.4769,26.4583,23.9504,20.8005,16.7729,11.4798,4.23317,-6.30331,-23.0157,-52.949,-115.701,-273.15,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
